0.6418 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
108.0401 	DATA 	Mouse: Left button down, pos=(1043,345)
108.0405 	DATA 	Mouse:  Left button up, pos=(1043,345)
108.0408 	DATA 	Mouse: Left button down, pos=(1043,345)
108.0525 	EXP 	timing_slider: markerPos = 609.375
108.0666 	EXP 	timing_slider: markerPos = 609.375
108.0840 	EXP 	timing_slider: markerPos = 609.375
108.1002 	EXP 	timing_slider: markerPos = 609.375
108.1169 	EXP 	timing_slider: markerPos = 609.375
108.1219 	DATA 	Mouse:  Left button up, pos=(1043,345)
108.1327 	EXP 	timing_slider: markerPos = 609.0
108.1327 	EXP 	timing_slider: rating = 609.0
109.2269 	DATA 	Mouse: Left button down, pos=(880,332)
109.2273 	DATA 	Mouse:  Left button up, pos=(880,332)
109.2276 	DATA 	Mouse: Left button down, pos=(880,332)
109.2502 	EXP 	timing_slider: markerPos = 488.0952380952381
109.2669 	EXP 	timing_slider: markerPos = 488.0952380952381
109.2837 	EXP 	timing_slider: markerPos = 488.0952380952381
109.3007 	EXP 	timing_slider: markerPos = 488.0952380952381
109.3119 	DATA 	Mouse:  Left button up, pos=(880,332)
109.3177 	EXP 	timing_slider: markerPos = 488.0952380952381
109.3327 	EXP 	timing_slider: markerPos = 488.0
109.3327 	EXP 	timing_slider: rating = 488.0
109.3842 	DATA 	Mouse: Left button down, pos=(880,332)
109.4001 	EXP 	timing_slider: markerPos = 488.0952380952381
109.4166 	EXP 	timing_slider: markerPos = 488.0952380952381
109.4332 	EXP 	timing_slider: markerPos = 488.0952380952381
109.4501 	EXP 	timing_slider: markerPos = 488.0952380952381
109.4673 	EXP 	timing_slider: markerPos = 488.0952380952381
109.4723 	DATA 	Mouse:  Left button up, pos=(880,332)
109.4842 	EXP 	timing_slider: markerPos = 488.0
109.4842 	EXP 	timing_slider: rating = 488.0
110.0217 	DATA 	Mouse: Left button down, pos=(758,333)
110.0220 	DATA 	Mouse:  Left button up, pos=(758,333)
110.0222 	DATA 	Mouse: Left button down, pos=(758,333)
110.0335 	EXP 	timing_slider: markerPos = 397.32142857142856
110.0501 	EXP 	timing_slider: markerPos = 397.32142857142856
110.0672 	EXP 	timing_slider: markerPos = 397.32142857142856
110.0832 	EXP 	timing_slider: markerPos = 397.32142857142856
110.1000 	EXP 	timing_slider: markerPos = 397.32142857142856
110.1007 	DATA 	Mouse:  Left button up, pos=(758,333)
110.1175 	EXP 	timing_slider: markerPos = 397.0
110.1175 	EXP 	timing_slider: rating = 397.0
112.4774 	DATA 	Mouse: Left button down, pos=(815,358)
112.4777 	DATA 	Mouse:  Left button up, pos=(815,358)
112.4780 	DATA 	Mouse: Left button down, pos=(815,358)
112.4995 	EXP 	timing_slider: markerPos = 439.73214285714283
112.5163 	EXP 	timing_slider: markerPos = 439.73214285714283
112.5333 	EXP 	timing_slider: markerPos = 439.73214285714283
112.5437 	DATA 	Mouse:  Left button up, pos=(815,358)
112.5497 	EXP 	timing_slider: markerPos = 439.73214285714283
112.5669 	EXP 	timing_slider: markerPos = 440.0
112.5669 	EXP 	timing_slider: rating = 440.0
113.5682 	DATA 	Mouse: Left button down, pos=(915,352)
113.5686 	DATA 	Mouse:  Left button up, pos=(915,352)
113.5689 	DATA 	Mouse: Left button down, pos=(915,352)
113.5846 	EXP 	timing_slider: markerPos = 514.1369047619048
113.6002 	EXP 	timing_slider: markerPos = 514.1369047619048
113.6163 	EXP 	timing_slider: markerPos = 514.1369047619048
113.6334 	EXP 	timing_slider: markerPos = 514.1369047619048
113.6390 	DATA 	Mouse:  Left button up, pos=(915,352)
113.6509 	EXP 	timing_slider: markerPos = 514.0
113.6509 	EXP 	timing_slider: rating = 514.0
114.4549 	DATA 	Mouse: Left button down, pos=(983,337)
114.4552 	DATA 	Mouse:  Left button up, pos=(983,337)
114.4555 	DATA 	Mouse: Left button down, pos=(983,337)
114.4614 	DATA 	Mouse:  Left button up, pos=(983,337)
114.4667 	EXP 	timing_slider: markerPos = 564.7321428571429
114.4829 	EXP 	timing_slider: markerPos = 565.0
114.4829 	EXP 	timing_slider: rating = 565.0
115.2007 	DATA 	Mouse: Left button down, pos=(889,326)
115.2010 	DATA 	Mouse:  Left button up, pos=(889,326)
115.2013 	DATA 	Mouse: Left button down, pos=(889,326)
115.2065 	DATA 	Mouse:  Left button up, pos=(889,326)
115.5342 	DATA 	Mouse: Left button down, pos=(889,326)
115.5347 	DATA 	Mouse:  Left button up, pos=(889,326)
115.8596 	DATA 	Mouse: Left button down, pos=(889,326)
115.8828 	EXP 	timing_slider: markerPos = 494.7916666666667
115.8995 	EXP 	timing_slider: markerPos = 494.7916666666667
115.9166 	EXP 	timing_slider: markerPos = 494.7916666666667
115.9333 	EXP 	timing_slider: markerPos = 494.7916666666667
115.9495 	EXP 	timing_slider: markerPos = 494.7916666666667
115.9501 	DATA 	Mouse:  Left button up, pos=(889,327)
115.9665 	EXP 	timing_slider: markerPos = 495.0
115.9665 	EXP 	timing_slider: rating = 495.0
116.0176 	DATA 	Mouse: Left button down, pos=(889,327)
116.0329 	EXP 	timing_slider: markerPos = 494.7916666666667
116.0501 	EXP 	timing_slider: markerPos = 494.7916666666667
116.0670 	EXP 	timing_slider: markerPos = 494.7916666666667
116.0832 	EXP 	timing_slider: markerPos = 494.7916666666667
116.1000 	EXP 	timing_slider: markerPos = 494.7916666666667
116.1007 	DATA 	Mouse:  Left button up, pos=(889,327)
116.1175 	EXP 	timing_slider: markerPos = 495.0
116.1175 	EXP 	timing_slider: rating = 495.0
116.8010 	DATA 	Mouse: Left button down, pos=(947,328)
116.8013 	DATA 	Mouse:  Left button up, pos=(947,328)
116.8015 	DATA 	Mouse: Left button down, pos=(947,328)
116.8164 	EXP 	timing_slider: markerPos = 537.9464285714286
116.8335 	EXP 	timing_slider: markerPos = 537.9464285714286
116.8500 	EXP 	timing_slider: markerPos = 537.9464285714286
116.8670 	EXP 	timing_slider: markerPos = 537.9464285714286
116.8764 	DATA 	Mouse:  Left button up, pos=(947,328)
116.8831 	EXP 	timing_slider: markerPos = 537.9464285714286
116.8999 	EXP 	timing_slider: markerPos = 538.0
116.8999 	EXP 	timing_slider: rating = 538.0
118.1176 	DATA 	Mouse: Left button down, pos=(872,333)
118.1179 	DATA 	Mouse:  Left button up, pos=(872,333)
118.1182 	DATA 	Mouse: Left button down, pos=(872,333)
118.1230 	DATA 	Mouse:  Left button up, pos=(872,333)
118.5181 	DATA 	Mouse: Left button down, pos=(872,333)
118.5229 	DATA 	Mouse:  Left button up, pos=(872,333)
118.8749 	DATA 	Mouse: Left button down, pos=(872,333)
118.9002 	EXP 	timing_slider: markerPos = 482.14285714285717
118.9172 	EXP 	timing_slider: markerPos = 482.14285714285717
118.9333 	EXP 	timing_slider: markerPos = 482.14285714285717
118.9340 	DATA 	Mouse:  Left button up, pos=(872,333)
118.9504 	EXP 	timing_slider: markerPos = 482.0
118.9504 	EXP 	timing_slider: rating = 482.0
119.0177 	DATA 	Mouse: Left button down, pos=(872,333)
119.0336 	EXP 	timing_slider: markerPos = 482.14285714285717
119.0501 	EXP 	timing_slider: markerPos = 482.14285714285717
119.0668 	EXP 	timing_slider: markerPos = 482.14285714285717
119.0840 	EXP 	timing_slider: markerPos = 482.14285714285717
119.0939 	DATA 	Mouse:  Left button up, pos=(872,333)
119.1000 	EXP 	timing_slider: markerPos = 482.14285714285717
119.1168 	EXP 	timing_slider: markerPos = 482.0
119.1168 	EXP 	timing_slider: rating = 482.0
122.1512 	DATA 	Mouse: Left button down, pos=(1028,343)
122.1516 	DATA 	Mouse:  Left button up, pos=(1028,343)
122.1519 	DATA 	Mouse: Left button down, pos=(1028,343)
122.1676 	EXP 	timing_slider: markerPos = 598.2142857142857
122.1833 	EXP 	timing_slider: markerPos = 598.2142857142857
122.2001 	EXP 	timing_slider: markerPos = 598.2142857142857
122.2164 	EXP 	timing_slider: markerPos = 598.2142857142857
122.2332 	EXP 	timing_slider: markerPos = 598.2142857142857
122.2499 	EXP 	timing_slider: markerPos = 598.2142857142857
122.2546 	DATA 	Mouse:  Left button up, pos=(1028,343)
122.2668 	EXP 	timing_slider: markerPos = 598.0
122.2668 	EXP 	timing_slider: rating = 598.0
123.1415 	DATA 	Mouse: Left button down, pos=(898,332)
123.1419 	DATA 	Mouse:  Left button up, pos=(898,332)
123.1420 	DATA 	Mouse: Left button down, pos=(898,332)
123.1663 	EXP 	timing_slider: markerPos = 501.48809523809524
123.1831 	EXP 	timing_slider: markerPos = 501.48809523809524
123.1994 	EXP 	timing_slider: markerPos = 501.48809523809524
123.2165 	EXP 	timing_slider: markerPos = 501.48809523809524
123.2333 	EXP 	timing_slider: markerPos = 501.48809523809524
123.2385 	DATA 	Mouse:  Left button up, pos=(898,332)
123.2505 	EXP 	timing_slider: markerPos = 501.0
123.2505 	EXP 	timing_slider: rating = 501.0
124.1014 	DATA 	Mouse: Left button down, pos=(755,332)
124.1017 	DATA 	Mouse:  Left button up, pos=(755,332)
124.1020 	DATA 	Mouse: Left button down, pos=(755,332)
124.1178 	EXP 	timing_slider: markerPos = 395.0892857142857
124.1325 	EXP 	timing_slider: markerPos = 395.0892857142857
124.1496 	EXP 	timing_slider: markerPos = 395.0892857142857
124.1662 	EXP 	timing_slider: markerPos = 395.0892857142857
124.1834 	EXP 	timing_slider: markerPos = 395.0892857142857
124.1996 	EXP 	timing_slider: markerPos = 395.0892857142857
124.2045 	DATA 	Mouse:  Left button up, pos=(755,332)
124.2168 	EXP 	timing_slider: markerPos = 395.0
124.2168 	EXP 	timing_slider: rating = 395.0
125.2179 	DATA 	Mouse: Left button down, pos=(914,332)
125.2183 	DATA 	Mouse:  Left button up, pos=(914,332)
125.2186 	DATA 	Mouse: Left button down, pos=(914,332)
125.2337 	EXP 	timing_slider: markerPos = 513.3928571428571
125.2494 	EXP 	timing_slider: markerPos = 513.3928571428571
125.2663 	EXP 	timing_slider: markerPos = 513.3928571428571
125.2831 	EXP 	timing_slider: markerPos = 513.3928571428571
125.3002 	EXP 	timing_slider: markerPos = 513.3928571428571
125.3162 	EXP 	timing_slider: markerPos = 513.3928571428571
125.3330 	EXP 	timing_slider: markerPos = 513.3928571428571
125.3495 	EXP 	timing_slider: markerPos = 513.3928571428571
125.3502 	DATA 	Mouse:  Left button up, pos=(914,332)
125.3664 	EXP 	timing_slider: markerPos = 513.0
125.3664 	EXP 	timing_slider: rating = 513.0
127.4512 	DATA 	Mouse: Left button down, pos=(1106,333)
127.4516 	DATA 	Mouse:  Left button up, pos=(1106,333)
127.4518 	DATA 	Mouse: Left button down, pos=(1106,333)
127.4574 	DATA 	Mouse:  Left button up, pos=(1106,333)
128.1389 	DATA 	Mouse: Left button down, pos=(1106,333)
128.1392 	DATA 	Mouse:  Left button up, pos=(1106,333)
128.1394 	DATA 	Mouse: Left button down, pos=(1106,333)
128.1450 	DATA 	Mouse:  Left button up, pos=(1106,333)
128.1505 	EXP 	timing_slider: markerPos = 656.25
128.1662 	EXP 	timing_slider: markerPos = 656.0
128.1662 	EXP 	timing_slider: rating = 656.0
129.1880 	DATA 	Mouse: Left button down, pos=(861,335)
129.1883 	DATA 	Mouse:  Left button up, pos=(861,335)
129.1886 	DATA 	Mouse: Left button down, pos=(861,335)
129.1946 	DATA 	Mouse:  Left button up, pos=(861,335)
129.1993 	EXP 	timing_slider: markerPos = 473.9583333333333
129.2171 	EXP 	timing_slider: markerPos = 474.0
129.2171 	EXP 	timing_slider: rating = 474.0
132.8508 	DATA 	Mouse: Left button down, pos=(897,198)
132.8512 	DATA 	Mouse:  Left button up, pos=(897,198)
132.8514 	DATA 	Mouse: Left button down, pos=(897,198)
132.8662 	EXP 	timing_slider: autoDraw = False
132.8662 	EXP 	Timetext: autoDraw = False
132.8662 	EXP 	timing_question: autoDraw = False
132.8662 	EXP 	feedback_txt: text = '1000ms'
132.8662 	EXP 	feedback_txt: autoDraw = True
132.9349 	DATA 	Mouse:  Left button up, pos=(897,198)
133.4513 	EXP 	New trial (rep=0, index=1): {'delaymain': 0, 'delayms': '0ms'}
133.4523 	EXP 	window1: mouseVisible = False
133.4669 	EXP 	feedback_txt: autoDraw = False
133.4669 	EXP 	feedback_txt: autoDraw = False
133.4669 	EXP 	Instructions_3: autoDraw = True
137.0666 	EXP 	Instructions_3: autoDraw = False
137.0666 	EXP 	Instructions_5: autoDraw = True
137.0666 	EXP 	Instructions_5: autoDraw = False
137.0666 	EXP 	Instructions_5: autoDraw = False
137.0666 	EXP 	Instructions_6: autoDraw = True
137.1539 	EXP 	window1: mouseVisible = True
137.1723 	EXP 	Instructions_6: autoDraw = False
137.1723 	EXP 	Instructions_6: autoDraw = False
137.1723 	EXP 	timing_slider: markerPos = None
137.1723 	EXP 	timing_slider: markerPos = None
137.1723 	EXP 	timing_slider: rating = None
137.1723 	EXP 	timing_slider: autoDraw = True
137.1723 	EXP 	Timetext: autoDraw = True
137.1723 	EXP 	timing_question: autoDraw = True
138.5176 	DATA 	Mouse: Left button down, pos=(877,311)
138.5180 	DATA 	Mouse:  Left button up, pos=(877,311)
138.5182 	DATA 	Mouse: Left button down, pos=(877,311)
138.5334 	EXP 	timing_slider: markerPos = 485.86309523809524
138.5498 	EXP 	timing_slider: markerPos = 485.86309523809524
138.5662 	EXP 	timing_slider: markerPos = 485.86309523809524
138.5833 	EXP 	timing_slider: markerPos = 485.86309523809524
138.5999 	EXP 	timing_slider: markerPos = 485.86309523809524
138.6006 	DATA 	Mouse:  Left button up, pos=(877,311)
138.6170 	EXP 	timing_slider: markerPos = 486.0
138.6170 	EXP 	timing_slider: rating = 486.0
157.6339 	DATA 	Mouse: Left button down, pos=(868,219)
157.6343 	DATA 	Mouse:  Left button up, pos=(868,219)
157.6347 	DATA 	Mouse: Left button down, pos=(868,219)
157.6495 	EXP 	timing_slider: autoDraw = False
157.6495 	EXP 	Timetext: autoDraw = False
157.6495 	EXP 	timing_question: autoDraw = False
157.6495 	EXP 	feedback_txt: text = '0ms'
157.6495 	EXP 	feedback_txt: autoDraw = True
157.7178 	DATA 	Mouse:  Left button up, pos=(868,219)
157.8017 	DATA 	Mouse: Left button down, pos=(868,219)
157.8870 	DATA 	Mouse:  Left button up, pos=(868,219)
158.2337 	EXP 	New trial (rep=0, index=2): {'delaymain': 0.7, 'delayms': '700ms'}
158.2348 	EXP 	window1: mouseVisible = False
158.2499 	EXP 	feedback_txt: autoDraw = False
158.2499 	EXP 	feedback_txt: autoDraw = False
158.2499 	EXP 	Instructions_3: autoDraw = True
159.6166 	EXP 	Instructions_3: autoDraw = False
159.6166 	EXP 	Instructions_5: autoDraw = True
160.3161 	EXP 	Instructions_5: autoDraw = False
160.3161 	EXP 	Instructions_5: autoDraw = False
160.3161 	EXP 	Instructions_6: autoDraw = True
160.4185 	EXP 	Instructions_6: autoDraw = False
160.4191 	EXP 	window1: mouseVisible = True
160.4370 	EXP 	Instructions_6: autoDraw = False
160.4370 	EXP 	timing_slider: markerPos = None
160.4370 	EXP 	timing_slider: markerPos = None
160.4370 	EXP 	timing_slider: rating = None
160.4370 	EXP 	timing_slider: autoDraw = True
160.4370 	EXP 	Timetext: autoDraw = True
160.4370 	EXP 	timing_question: autoDraw = True
161.6916 	DATA 	Mouse: Left button down, pos=(937,326)
161.6919 	DATA 	Mouse:  Left button up, pos=(937,326)
161.6922 	DATA 	Mouse: Left button down, pos=(937,326)
161.7160 	EXP 	timing_slider: markerPos = 530.5059523809523
161.7329 	EXP 	timing_slider: markerPos = 530.5059523809523
161.7497 	EXP 	timing_slider: markerPos = 530.5059523809523
161.7660 	EXP 	timing_slider: markerPos = 530.5059523809523
161.7761 	DATA 	Mouse:  Left button up, pos=(937,326)
161.7828 	EXP 	timing_slider: markerPos = 530.5059523809523
161.7991 	EXP 	timing_slider: markerPos = 531.0
161.7991 	EXP 	timing_slider: rating = 531.0
162.9011 	DATA 	Mouse: Left button down, pos=(904,204)
162.9015 	DATA 	Mouse:  Left button up, pos=(904,204)
162.9017 	DATA 	Mouse: Left button down, pos=(904,204)
162.9160 	EXP 	timing_slider: autoDraw = False
162.9160 	EXP 	Timetext: autoDraw = False
162.9160 	EXP 	timing_question: autoDraw = False
162.9160 	EXP 	feedback_txt: text = '700ms'
162.9160 	EXP 	feedback_txt: autoDraw = True
162.9706 	DATA 	Mouse:  Left button up, pos=(904,204)
163.5005 	EXP 	New trial (rep=0, index=3): {'delaymain': 0.2, 'delayms': '200ms'}
163.5013 	EXP 	window1: mouseVisible = False
163.5164 	EXP 	feedback_txt: autoDraw = False
163.5164 	EXP 	feedback_txt: autoDraw = False
163.5164 	EXP 	Instructions_3: autoDraw = True
167.1814 	EXP 	window1: mouseVisible = True
